id,realtionship_status,industry,genre,targeted_sex,average_runtime(minutes_per_week),airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
1925,Never-married,Auto,Infomercial,Male,30,Morning,Jamaica,0.027464672000000002,Low,No,0
18527,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
23834,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,Yes,1
7301,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.093276796,High,Yes,1
16850,Married-civ-spouse,Pharma,Comedy,Male,99,Primetime,United-States,0.027464672000000002,Low,Yes,0
27087,Widowed,Entertainment,Comedy,Male,41,Primetime,Canada,0.027464672000000002,High,No,0
19912,Divorced,Auto,Comedy,Female,50,Primetime,International,0.027464672000000002,Low,Yes,0
27830,Widowed,Entertainment,Comedy,Male,20,Daytime,United-States,0.027464672000000002,Medium,No,0
22745,Never-married,Political,Comedy,Female,15,Morning,United-States,0.027464672000000002,Medium,No,0
16585,Married-civ-spouse,Pharma,Comedy,Male,36,Primetime,United-States,0.027464672000000002,High,Yes,1
3140,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.027464672000000002,High,No,0
3832,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,High,Yes,1
22272,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,1
29127,Widowed,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
18191,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,No,1
29007,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
11561,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,High,Yes,0
890,Divorced,Auto,Comedy,Female,40,Daytime,United-States,0.027464672000000002,High,No,0
26233,Married-civ-spouse,Other,Infomercial,Female,45,Primetime,Nicaragua,0.027464672000000002,Low,No,0
30091,Married-spouse-absent,Auto,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,Yes,0
23816,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.173579841,High,Yes,1
9630,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
13088,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Germany,0.027464672000000002,Low,Yes,1
32115,Never-married,Auto,Comedy,Female,35,Morning,United-States,0.027464672000000002,Low,No,0
12692,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672000000002,Low,Yes,0
24047,Separated,Entertainment,Comedy,Female,35,Daytime,United-States,0.047401846,High,Yes,0
10318,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
9057,Widowed,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
28986,Married-civ-spouse,Other,Comedy,Female,65,Primetime,United-States,0.027464672000000002,Low,Yes,1
21620,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
12367,Married-civ-spouse,Pharma,Comedy,Male,75,Primetime,United-States,0.027464672000000002,Low,No,0
2964,Never-married,Political,Comedy,Female,15,Morning,United-States,0.027464672000000002,High,No,0
9397,Married-civ-spouse,Pharma,Comedy,Male,44,Primetime,United-States,0.027464672000000002,Low,Yes,0
1978,Married-civ-spouse,Pharma,Comedy,Male,65,Primetime,United-States,0.027464672000000002,Medium,No,0
14248,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,Yes,0
8165,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
26540,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.11123970300000001,High,Yes,1
18397,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
2521,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
17664,Never-married,Political,Comedy,Male,52,Morning,United-States,0.027464672000000002,Low,Yes,0
8957,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,Italy,0.027464672000000002,Medium,No,1
21215,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
29428,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
6971,Never-married,Political,Comedy,Female,5,Morning,United-States,0.027464672000000002,High,Yes,0
8329,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.051418457,Low,Yes,0
30510,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
10758,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
383,Never-married,Political,Comedy,Male,35,Primetime,United-States,0.027464672000000002,Low,No,0
8684,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.12977641199999998,Low,Yes,1
21989,Never-married,Political,Comedy,Male,20,Morning,United-States,0.027464672000000002,Low,Yes,0
25379,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,No,0
31262,Never-married,Political,Comedy,Male,25,Morning,United-States,0.027464672000000002,Low,Yes,0
23882,Never-married,Political,Comedy,Female,25,Morning,United-States,0.027464672000000002,Low,No,0
23004,Never-married,Political,Comedy,Male,15,Morning,United-States,0.027464672000000002,Low,Yes,0
30608,Widowed,Entertainment,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
27146,Never-married,Political,Infomercial,Female,15,Morning,United-States,0.027464672000000002,High,No,0
13202,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.061153633,Medium,No,0
294,Separated,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
25813,Married-civ-spouse,Pharma,Comedy,Male,15,Primetime,United-States,0.027464672000000002,Low,Yes,0
8244,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,Mexico,0.027464672000000002,Low,Yes,0
19554,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,1
12809,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
25862,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,No,1
15104,Never-married,Auto,Comedy,Male,55,Morning,United-States,0.027464672000000002,Low,Yes,0
27715,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,Yes,0
27074,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,0
17412,Never-married,Entertainment,Comedy,Male,35,Morning,United-States,0.027464672000000002,Low,No,0
3463,Separated,Entertainment,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
8831,Never-married,Auto,Comedy,Male,3,Daytime,United-States,0.027464672000000002,Low,Yes,0
24432,Separated,Entertainment,Infomercial,Female,40,Morning,United-States,0.027464672000000002,High,Yes,0
16010,Married-civ-spouse,Pharma,Comedy,Male,25,Primetime,United-States,0.027464672000000002,Low,No,0
10428,Never-married,Political,Comedy,Male,30,Morning,United-States,0.027464672000000002,High,No,0
20068,Married-civ-spouse,Pharma,Drama,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
10093,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
6118,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
5214,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
972,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
19514,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
29930,Never-married,Auto,Comedy,Female,38,Primetime,Italy,0.027464672000000002,Low,Yes,0
10130,Divorced,Political,Comedy,Female,25,Primetime,Poland,0.027464672000000002,Low,Yes,0
23233,Never-married,Auto,Comedy,Male,16,Daytime,United-States,0.027464672000000002,High,No,0
26804,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
205,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
406,Divorced,Entertainment,Comedy,Female,40,Primetime,Nicaragua,0.027464672000000002,Low,Yes,0
29442,Never-married,Auto,Comedy,Female,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
1886,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.052721667,High,Yes,0
2050,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.173579841,Medium,No,1
2445,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
10543,Never-married,Political,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
6780,Never-married,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
22233,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
30292,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672000000002,High,No,0
27693,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.065471733,Low,No,1
31486,Never-married,Political,Infomercial,Female,35,Morning,United-States,0.027464672000000002,High,Yes,0
27468,Never-married,Auto,Comedy,Female,43,Primetime,United-States,0.027464672000000002,Low,Yes,0
27792,Married-civ-spouse,Pharma,Comedy,Male,45,Daytime,United-States,0.027464672000000002,Low,Yes,1
15528,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
17986,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
3524,Married-civ-spouse,ClassAction,Comedy,Female,30,Primetime,United-States,0.027464672000000002,Low,Yes,0
29194,Married-civ-spouse,Pharma,Comedy,Male,43,Morning,United-States,0.027464672000000002,High,No,1
29926,Never-married,Political,Comedy,Male,15,Morning,United-States,0.027464672000000002,Low,Yes,0
28988,Married-civ-spouse,Pharma,Comedy,Male,30,Primetime,United-States,0.118747751,Low,No,1
16975,Married-civ-spouse,Pharma,Comedy,Male,35,Primetime,United-States,0.027464672000000002,Medium,No,0
4925,Married-civ-spouse,Pharma,Infomercial,Male,62,Morning,United-States,0.027464672000000002,High,No,0
11382,Widowed,ClassAction,Infomercial,Female,16,Daytime,United-States,0.059296072000000005,High,Yes,0
23265,Never-married,Entertainment,Other,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
6556,Separated,Entertainment,Comedy,Female,44,Primetime,Dominican-Republic,0.027464672000000002,Medium,No,0
3897,Married-spouse-absent,Auto,Direct,Male,40,Morning,Mexico,0.027464672000000002,High,No,0
24065,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,No,0
22395,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
4087,Never-married,Auto,Comedy,Male,30,Primetime,United-States,0.027464672000000002,High,No,0
31499,Divorced,Entertainment,Comedy,Female,30,Primetime,United-States,0.027464672000000002,Low,Yes,0
19312,Never-married,Political,Comedy,Male,16,Morning,United-States,0.027464672000000002,Low,Yes,0
11792,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
8859,Never-married,Political,Comedy,Female,70,Morning,United-States,0.027464672000000002,High,Yes,0
21679,Married-spouse-absent,Auto,Comedy,Female,16,Primetime,United-States,0.027464672000000002,Low,Yes,0
10544,Married-spouse-absent,Entertainment,Infomercial,Female,25,Primetime,United-States,0.056417339000000004,High,Yes,0
13935,Married-civ-spouse,Pharma,Comedy,Male,10,Daytime,United-States,0.027464672000000002,Medium,No,0
9029,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Mexico,0.027464672000000002,High,Yes,0
8553,Separated,Auto,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,0
24770,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
31085,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,No,0
2947,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,International,0.027464672000000002,Low,Yes,1
29937,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Medium,No,0
15752,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
18626,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
14078,Widowed,Auto,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,No,0
969,Never-married,Political,Comedy,Female,25,Morning,United-States,0.027464672000000002,Low,Yes,0
30415,Never-married,Political,Comedy,Male,20,Morning,United-States,0.027464672000000002,Medium,No,0
13572,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
14211,Separated,Entertainment,Comedy,Male,43,Morning,United-States,0.027464672000000002,Medium,No,0
27606,Separated,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
22500,Never-married,Political,Comedy,Male,45,Morning,United-States,0.027464672000000002,Medium,No,0
19450,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,0
20866,Never-married,Political,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
15301,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.065471733,High,No,0
31041,Never-married,Political,Comedy,Female,40,Primetime,Dominican-Republic,0.027464672000000002,Low,Yes,0
17859,Married-civ-spouse,Pharma,Comedy,Male,58,Morning,United-States,0.027464672000000002,Low,No,1
20435,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
26072,Married-civ-spouse,Pharma,Comedy,Male,65,Primetime,United-States,0.027464672000000002,Low,Yes,1
20253,Married-civ-spouse,Political,Direct,Male,38,Morning,United-States,0.027464672000000002,High,No,0
12766,Widowed,Entertainment,Comedy,Female,15,Primetime,Mexico,0.027464672000000002,Low,Yes,0
13170,Divorced,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
788,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
13570,Married-civ-spouse,Pharma,Comedy,Male,35,Primetime,United-States,0.027464672000000002,High,No,1
29406,Divorced,Entertainment,Comedy,Female,40,Primetime,El-Salvador,0.027464672000000002,Low,Yes,0
13454,Married-civ-spouse,Pharma,Comedy,Male,12,Daytime,United-States,0.090816257,Low,Yes,1
20350,Divorced,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
28937,Separated,Entertainment,Comedy,Female,25,Primetime,United-States,0.027464672000000002,Low,Yes,0
12508,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,Medium,No,1
26125,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
28471,Divorced,Entertainment,Drama,Female,40,Primetime,Thailand,0.027464672000000002,Low,Yes,0
2619,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
31890,Married-civ-spouse,Political,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,0
29643,Married-civ-spouse,Pharma,Infomercial,Male,35,Primetime,United-States,0.027464672000000002,Low,No,0
10309,Married-civ-spouse,Pharma,Comedy,Male,48,Morning,Germany,0.027464672000000002,High,No,0
17261,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
10863,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,1
4686,Never-married,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
31487,Married-civ-spouse,Pharma,Comedy,Male,32,Primetime,United-States,0.027464672000000002,Low,Yes,0
560,Married-civ-spouse,Pharma,Comedy,Male,60,Morning,United-States,0.027464672000000002,High,No,0
699,Never-married,Entertainment,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
20776,Widowed,Entertainment,Comedy,Female,12,Daytime,United-States,0.050280579000000006,Low,Yes,0
51,Married-civ-spouse,Other,Comedy,Female,40,Primetime,Germany,0.027464672000000002,High,No,1
14946,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,High,Yes,1
11934,Divorced,Entertainment,Infomercial,Female,32,Primetime,United-States,0.027464672000000002,High,Yes,0
4064,Never-married,ClassAction,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,No,0
4439,Married-civ-spouse,Pharma,Comedy,Male,38,Primetime,United-States,0.027464672000000002,Low,Yes,1
16891,Never-married,ClassAction,Comedy,Male,40,Morning,United-States,0.027464672000000002,High,No,0
23782,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
21208,Married-civ-spouse,Other,Comedy,Female,25,Primetime,United-States,0.027464672000000002,Low,Yes,0
4594,Never-married,Auto,Direct,Male,45,Morning,United-States,0.027464672000000002,Low,No,0
13093,Never-married,Auto,Comedy,Male,44,Morning,United-States,0.027464672000000002,Medium,No,0
12251,Married-civ-spouse,Pharma,Comedy,Male,44,Primetime,United-States,0.027464672000000002,High,No,1
4374,Divorced,Auto,Comedy,Male,60,Primetime,United-States,0.29810451,Low,No,1
20267,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
8052,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
11912,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,1
930,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
21518,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,Yes,0
20115,Divorced,Auto,Comedy,Male,60,Morning,United-States,0.027464672000000002,Low,No,0
23534,Married-civ-spouse,Pharma,Comedy,Male,42,Daytime,United-States,0.027464672000000002,Low,Yes,0
27265,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
25456,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,No,0
17607,Never-married,Auto,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
4878,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
23946,Married-civ-spouse,Pharma,Comedy,Male,90,Primetime,United-States,0.027464672000000002,Low,No,0
4189,Married-civ-spouse,Pharma,Comedy,Male,46,Morning,Puerto-Rico,0.027464672000000002,High,Yes,0
8449,Married-civ-spouse,Other,Comedy,Female,10,Primetime,United-States,0.027464672000000002,High,Yes,0
19568,Divorced,Auto,Comedy,Male,70,Primetime,United-States,0.027464672000000002,High,No,0
32462,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.173579841,Low,Yes,1
3001,Married-civ-spouse,Pharma,Comedy,Male,40,Daytime,United-States,0.027464672000000002,High,Yes,0
18352,Separated,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
18801,Married-civ-spouse,Pharma,Comedy,Male,84,Primetime,United-States,0.027464672000000002,High,No,1
25412,Widowed,Auto,Comedy,Female,10,Daytime,United-States,0.027464672000000002,Medium,No,0
898,Never-married,Auto,Comedy,Male,55,Morning,United-States,0.027464672000000002,Low,Yes,0
19119,Married-civ-spouse,Pharma,Comedy,Male,44,Morning,United-States,0.027464672000000002,Low,No,0
643,Never-married,Political,Comedy,Male,15,Morning,United-States,0.027464672000000002,Low,Yes,0
3117,Divorced,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
6208,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
18333,Married-civ-spouse,Pharma,Comedy,Male,41,Morning,United-States,0.027464672000000002,High,No,0
29319,Widowed,Auto,Comedy,Female,20,Daytime,United-States,0.047518551,High,No,0
30258,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
16513,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
6885,Married-civ-spouse,Pharma,Comedy,Male,60,Primetime,United-States,0.027464672000000002,Low,Yes,1
5269,Married-civ-spouse,Other,Comedy,Female,38,Primetime,United-States,0.027464672000000002,Low,Yes,1
14862,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
25836,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,High,Yes,1
23057,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
18345,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,High,Yes,1
20593,Never-married,Political,Infomercial,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
32248,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672000000002,High,No,0
13282,Divorced,Auto,Infomercial,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
25172,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,High,Yes,0
29292,Divorced,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,High,Yes,0
16480,Never-married,Auto,Infomercial,Male,24,Daytime,United-States,0.027464672000000002,Low,Yes,0
13904,Never-married,Political,Comedy,Female,30,Morning,United-States,0.027464672000000002,Low,Yes,0
5339,Married-civ-spouse,Pharma,Comedy,Male,55,Primetime,United-States,0.027464672000000002,Low,Yes,1
1757,Married-civ-spouse,Other,Comedy,Female,12,Daytime,United-States,0.027464672000000002,Low,Yes,0
25618,Married-civ-spouse,Pharma,Comedy,Male,45,Primetime,United-States,0.027464672000000002,Low,No,1
26571,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
11371,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,Yes,0
6691,Married-civ-spouse,Pharma,Comedy,Male,45,Morning,United-States,0.027464672000000002,Medium,No,0
11197,Divorced,Entertainment,Comedy,Female,24,Primetime,United-States,0.027464672000000002,High,Yes,0
8649,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,1
3576,Never-married,Auto,Comedy,Female,35,Morning,United-States,0.027464672000000002,Low,Yes,0
14858,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
22634,Married-civ-spouse,Other,Comedy,Female,70,Primetime,United-States,0.003977709,High,Yes,1
11781,Never-married,Political,Comedy,Male,40,Morning,United-States,0.027464672000000002,Low,No,0
28049,Never-married,Auto,Comedy,Female,21,Morning,United-States,0.027464672000000002,High,Yes,0
26208,Never-married,Political,Comedy,Male,14,Morning,United-States,0.027464672000000002,Low,Yes,0
31266,Married-civ-spouse,Pharma,Comedy,Male,40,Morning,United-States,0.027464672000000002,Medium,No,1
12549,Never-married,Entertainment,Infomercial,Male,40,Primetime,International,0.074778989,Low,Yes,0
26945,Separated,Auto,Comedy,Female,50,Primetime,United-States,0.027464672000000002,High,Yes,1
15108,Never-married,Political,Comedy,Female,28,Morning,United-States,0.027464672000000002,Low,No,0
3354,Married-civ-spouse,Pharma,Comedy,Male,50,Primetime,United-States,0.027464672000000002,Low,No,0
4890,Never-married,Auto,Comedy,Male,50,Morning,United-States,0.027464672000000002,Low,No,0
30557,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
25604,Never-married,Auto,Comedy,Female,40,Morning,United-States,0.027464672000000002,Low,Yes,0
15257,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
10939,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
30212,Widowed,Auto,Comedy,Female,24,Daytime,United-States,0.027464672000000002,Low,Yes,0
18417,Never-married,Auto,Comedy,Male,40,Primetime,International,0.102233936,Low,Yes,1
31052,Never-married,Political,Comedy,Female,25,Morning,United-States,0.027464672000000002,High,Yes,0
27289,Never-married,Auto,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,No,0
10198,Never-married,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
14359,Married-civ-spouse,Pharma,Comedy,Male,50,Daytime,United-States,0.027464672000000002,High,Yes,1
31997,Divorced,Auto,Comedy,Male,25,Primetime,United-States,0.027464672000000002,Low,No,0
32373,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
18039,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,1
9882,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Cuba,0.027464672000000002,Low,Yes,0
21675,Married-civ-spouse,Pharma,Comedy,Male,48,Primetime,United-States,0.027464672000000002,Low,No,0
13301,Never-married,Political,Comedy,Female,20,Morning,United-States,0.027464672000000002,Low,No,0
11675,Never-married,Auto,Other,Female,35,Primetime,International,0.027464672000000002,Low,Yes,0
10878,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Canada,0.027464672000000002,Low,Yes,0
29506,Married-civ-spouse,Pharma,Comedy,Male,15,Primetime,United-States,0.027464672000000002,High,Yes,0
6671,Married-civ-spouse,Other,Comedy,Female,50,Morning,United-States,0.027464672000000002,High,Yes,0
30037,Never-married,Entertainment,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Medium,No,0
12861,Never-married,Political,Infomercial,Male,40,Morning,United-States,0.027464672000000002,Medium,No,0
18982,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,Yes,1
3872,Divorced,ClassAction,Comedy,Female,55,Primetime,United-States,0.027464672000000002,High,Yes,0
28055,Married-civ-spouse,Pharma,Infomercial,Male,40,Primetime,Haiti,0.027464672000000002,Low,Yes,0
13783,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
16458,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,Mexico,0.027464672000000002,Low,Yes,0
18265,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,No,0
24565,Widowed,Auto,Comedy,Male,2,Daytime,United-States,0.027464672000000002,High,No,0
7798,Never-married,Political,Comedy,Female,40,Morning,United-States,0.027464672000000002,Medium,No,0
14587,Never-married,Auto,Comedy,Male,40,Morning,Italy,0.027464672000000002,Low,No,0
9574,Never-married,Entertainment,Comedy,Female,20,Morning,United-States,0.027464672000000002,Low,Yes,0
4612,Never-married,Political,Comedy,Female,15,Morning,United-States,0.027464672000000002,High,No,0
26133,Divorced,Entertainment,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
11189,Never-married,Entertainment,Other,Female,40,Morning,Ecuador,0.027464672000000002,High,No,0
16135,Married-civ-spouse,Other,Comedy,Female,40,Primetime,United-States,0.027464672000000002,Low,Yes,0
31932,Married-civ-spouse,Pharma,Comedy,Male,40,Primetime,United-States,0.027464672000000002,Medium,No,0
29794,Divorced,Auto,Comedy,Male,40,Primetime,United-States,0.027464672000000002,High,No,0
19344,Never-married,Political,Infomercial,Female,20,Morning,United-States,0.027464672000000002,High,No,0
